HSMID	X	Y	OBLIKA IJS	TIP PRIKLJUČKA	ID VS	UPRAVLJANJE
11598811	164769	574394	JAV	1	1633	1
11587747	171202	575956	DRUG	1	99	0
11587801	171330	575919	NEZ		99	0
11587836	171381	575914	JAV	1	1633	1
11587852	171408	575898	NEZ		99	0
11587879	171438	575877	JAV	1	1633	1
11587755	171233	575980	JAV	2	1633	1
11587895	171462	575864	NEZ		99	0
11587909	171475	575853	JAV	4	1633	1
11587917	171489	575847	DRUG	1	99	0
11587925	171498	575841	JAV	3	1633	1
11587763	171239	575962	JAV	1	1633	1
11587771	171273	575955	JAV	4	1633	1
11587780	171290	575934	NEZ		99	0
11587798	171306	575947	NEZ		99	0
11592350	169614	576334	JAV	1	1633	1
19130169	169590	576332	JAV	1	1633	1
19122042	169590	576294	JAV	1	1633	1
19130100	169590	576261	JAV	1	1633	1
19128725	169586	576220	JAV	1	1633	1
19132269	169587	576187	JAV	1	1633	1
19137490	169582	576110	JAV	1	1633	1
11592368	169615	576308	JAV	1	1633	1
11592376	169616	576278	JAV	1	1633	1
11592384	169617	576251	JAV	1	1633	1
11592392	169616	576224	JAV	1	1633	1
19134601	169611	576184	JAV	1	1633	1
19138089	169610	576149	JAV	1	1633	1
11587933	171311	576000	JAV	1	1633	1
11588042	171401	575979	JAV	1	1633	1
11588069	171450	575920	JAV	3	1633	1
11588077	171413	575975	JAV	3	1633	1
11588085	171472	575900	NEZ		99	0
11588093	171423	575965	JAV	2	1633	1
11588107	171482	575879	NEZ		99	0
11588115	171433	575961	JAV	1	1633	1
11588123	171492	575865	JAV	1	1633	1
11587941	171350	576013	JAV	1	1633	1
11587950	171334	575989	JAV	2	1633	1
11587968	171366	576001	JAV	1	1633	1
11587992	171360	575971	JAV	3	1633	1
11587976	171370	575965	JAV	1	1633	1
11587984	171392	575956	JAV	3	1633	1
11588000	171377	575995	JAV	1	1633	1
11588018	171400	575949	JAV	1	1633	1
11588026	171390	575987	JAV	1	1633	1
11588034	171425	575936	JAV	3	1633	1
11592406	170945	576527	JAV	1	1633	1
11592481	171008	576509	JAV	1	1633	1
11592490	171003	576490	JAV	1	1633	1
19125866	171032	576479	JAV	1	1633	1
19125874	171037	576474	JAV	1	1633	1
19125882	171041	576468	JAV	1	1633	1
11592414	170841	576546	JAV	2	1633	1
19133028	170998	576430	DRUG	1	99	0
11592422	170959	576536	JAV	1	1633	1
11592449	170920	576578	JAV	2	1633	1
11592457	170971	576546	JAV	1	1633	1
16343897	170995	576609	JAV	1	1633	1
11592465	170986	576542	JAV	1	1633	1
11592473	170996	576526	JAV	1	1633	1
11604056	161622	571933	JAV	1	1171	0
11604161	161524	572689	JAV	1	1171	0
11604170	161544	572761	JAV	1	1171	0
11604188	161435	572843	NEZ		99	0
11604196	161369	572789	JAV	1	1171	0
11604200	161330	572796	NEZ		99	0
19128806	161314	572778	JAV	1	1171	0
19137287	161320	572743	JAV	1	1171	0
11604218	161101	572795	JAV	1	1171	0
11604226	161405	573007	NEZ		99	0
11604234	161612	572868	JAV	1	1171	0
19131980	161668	572871	JAV	1	1171	0
19129497	161672	572894	JAV	1	1171	0
11604242	161714	572931	JAV	1	1171	0
11604269	161740	572993	JAV	1	1171	0
11604064	161662	572041	JAV	1	1171	0
11604285	161712	573036	NEZ		99	0
11604277	161718	573093	JAV	1	1171	0
11604293	161710	573147	JAV	1	1171	0
11604315	161673	573224	NEZ		99	0
11604307	161653	573220	JAV	1	1171	0
11604323	161530	573309	JAV	1	1171	0
11604340	161456	573348	JAV	1	1171	0
11604331	161477	573367	JAV	1	1171	0
11604358	161808	573570	NEZ		99	0
11604366	161767	573496	JAV	1	1171	0
11604374	161797	573384	JAV	1	1171	0
11604382	161704	573239	NEZ		99	0
11604072	161898	572129	NEZ		99	0
11604412	162004	573028	JAV	1	1171	0
11604439	162032	573047	JAV	1	1171	0
11604447	162096	573079	JAV	1	1171	0
11604455	162155	573232	JAV	1	1171	0
11604471	162529	573295	NEZ		99	0
11604463	162521	573273	JAV	1	1171	0
11604498	162484	573404	DRUG	1	99	0
11604480	162486	573428	NEZ		99	0
11604510	162336	573620	DRUG	1	99	0
11604501	162378	573650	JAV	1	1171	0
11604528	162352	573732	JAV	1	1171	0
11604099	161887	572198	NEZ		99	0
11604544	162297	573877	JAV	1	1171	0
11604552	162163	573897	JAV	1	1171	0
11604579	161784	574255	DRUG	1	99	0
11604102	161715	572649	JAV	1	1171	0
11604129	161656	572722	JAV	1	1171	0
11604137	161432	572513	DRUG	1	99	0
11604145	161447	572565	JAV	1	1171	0
11604153	161485	572584	DRUG	1	99	0
11588140	171223	576336	JAV	1	1633	1
11588271	171334	576207	JAV	1	1633	1
11588263	171357	576214	JAV	1	1633	1
11588280	171271	576230	JAV	1	1633	1
11588301	171301	576220	NEZ		99	0
11588310	171359	576185	JAV	3	1633	1
11588328	171291	576237	DRUG	1	99	0
19125947	171291	576204	JAV	3	1633	1
11588336	171392	576208	JAV	1	1633	1
11588344	171354	576104	JAV	2	1633	1
11588352	171400	576187	JAV	1	1633	1
11588379	171330	576098	NEZ		99	0
11588158	171270	576350	NEZ		99	0
11588395	171370	576083	JAV	3	1633	1
19131491	171401	576111	JAV	3	1633	1
11588417	171367	576069	JAV	1	1633	1
11588441	171449	576058	JAV	2	1633	1
11588468	171469	575984	JAV	2	1633	1
11588166	171261	576277	JAV	3	1633	1
11588174	171307	576319	JAV	3	1633	1
11588182	171273	576255	JAV	1	1633	1
11588204	171312	576272	NEZ		99	0
11588212	171245	576222	JAV	1	1633	1
11588247	171327	576239	JAV	1	1633	1
11588239	171357	576258	JAV	1	1633	1
11588255	171247	576208	JAV	1	1633	1
11605087	166617	573898	JAV	1	1633	1
19138771	166159	573407	JAV	1	1633	1
19128245	165989	573276	JAV	1	1633	1
19128300	166214	573407	JAV	1	1633	1
19136078	165940	573251	JAV	1	1633	1
11605192	166681	573644	NEZ		99	0
11605184	166324	573311	JAV	1	1633	1
11605206	165592	573183	JAV	1	1633	1
16391131	165578	573156	JAV	1	1633	1
19131840	165505	573210	JAV	1	1633	1
19135454	165455	573210	JAV	1	1633	1
11605222	165928	572989	JAV	2	1633	1
11605214	165931	572956	JAV	1	1633	1
11605249	165887	572966	NEZ		99	0
11605257	165863	572892	JAV	2	1633	1
11605273	166165	572740	DRUG	1	99	0
19135837	166142	572745	NEZ		99	0
11605290	165961	572494	DRUG	1	99	0
11605281	166147	572589	NEZ		99	0
11605303	165666	572298	NEZ		99	0
19124762	165659	572328	JAV	1	1171	0
11605311	166541	572946	JAV	1	1633	1
19126447	166224	572551	DRUG	1	99	0
19138747	166575	572926	JAV	1	1633	1
11605320	166822	572961	JAV	1	1633	1
11605346	166952	572934	JAV	1	1633	1
11605362	167078	572976	JAV	1	1633	1
11605354	167149	572998	JAV	1	1633	1
11605397	167198	573075	DRUG	1	99	0
11605389	167233	573041	NEZ		99	0
19138887	167257	573039	JAV	1	1633	1
11605419	167342	573030	JAV	1	1633	1
11605427	166997	573218	DRUG	1	99	0
19138984	167091	573120	JAV	1	1633	1
11605443	166684	573362	JAV	1	1633	1
11605435	166710	573371	JAV	1	1633	1
11605478	166739	573386	JAV	1	1633	1
11605451	166798	573426	JAV	1	1633	1
11605460	166929	573477	JAV	1	1633	1
11605095	166537	573807	JAV	1	1633	1
11605117	166490	573778	DRUG	1	99	0
11605486	166956	573486	NEZ		99	0
11605494	166615	573356	JAV	1	1633	1
19126277	166612	573322	JAV	1	1633	1
11605125	166482	573760	DRUG	1	99	0
19119858	166428	573700	DRUG	1	99	0
11605133	166392	573669	JAV	1	1633	1
19124649	166355	573630	JAV	1	1633	1
11605141	166471	573946	JAV	1	1633	1
11605150	166339	574062	DRUG	1	99	0
11605168	166346	573755	NEZ		99	0
11592503	170339	576384	NEZ		99	0
11592511	170328	576366	JAV	1	1633	1
11592520	170319	576342	JAV	1	1633	1
11592538	170316	576316	JAV	1	1633	1
11592546	170342	576310	DRUG	1	99	0
11588484	170240	576484	JAV	1	1633	1
19131530	169999	576532	NEZ		99	0
11588590	170064	576639	JAV	1	1633	1
11588603	170029	576588	JAV	3	1633	1
11588611	170048	576657	JAV	1	1633	1
11588620	170000	576634	JAV	1	1633	1
11588638	169914	576893	DRUG	1	99	0
19129969	169941	576661	JAV	3	1633	1
19125343	169900	576950	DRUG	1	99	0
11588662	169885	576964	DRUG	1	99	0
11588689	169842	576972	DRUG	1	99	0
11588719	169747	577064	JAV	1	1633	1
11588727	169829	577142	JAV	1	1633	1
11588735	169618	576965	JAV	3	1633	1
19127958	169610	577023	JAV	4	99	0
19127966	169474	577152	DRUG	4	99	0
19132315	169430	577072	JAV	4	1633	1
19129721	169266	577244	JAV	4	1633	1
19129896	169156	577453	JAV	3	1633	1
11588743	169515	577366	DRUG	4	99	0
19117936	169378	577636	JAV	3	1633	1
19128750	169352	577689	JAV	3	1633	1
11588506	170216	576498	JAV	1	1633	1
11588751	169494	577291	JAV	3	1633	1
19139549	169402	577379	NEZ		99	0
19129888	169366	577445	JAV	3	1633	1
19133435	169385	577339	JAV	3	1633	1
11588760	169245	577998	JAV	3	1633	1
11588778	169296	577690	JAV	1	1633	1
19133702	169224	577789	JAV	2	1633	1
11588786	169270	577626	JAV	3	1633	1
19119807	169300	577568	NEZ		99	0
19130134	169093	577810	JAV	3	1633	1
19117928	169188	577944	JAV	3	1633	1
19129446	169082	578047	JAV	3	1633	1
11588514	170154	576479	JAV	3	1633	1
19129730	169556	576954	JAV	2	1633	1
19129489	169528	576889	JAV	3	1633	1
19130266	169437	576976	JAV	4	1633	1
11588522	170161	576554	JAV	3	1633	1
19135497	169312	576588	JAV	3	1633	1
11588549	170158	576467	JAV	1	1633	1
11588557	170151	576574	JAV	1	1633	1
11588565	170125	576509	DRUG	3	99	0
11588573	170087	576626	JAV	1	1633	1
11606075	163967	571968	NEZ		99	0
11606202	164454	572087	JAV	1	1171	0
11606237	164456	572051	JAV	1	1171	0
11606229	164413	572036	JAV	1	1171	0
19138020	164429	572093	JAV	1	1171	0
19132056	164454	571983	NEZ		99	0
11606261	164312	571893	NEZ		99	0
11606253	164311	571909	JAV	1	1171	0
11606270	164399	571506	DRUG	1	99	0
11606288	164786	571630	JAV	1	1171	0
11606296	164465	571181	JAV	1	1171	0
11606300	164167	571178	DRUG	1	99	0
11606326	164391	570882	JAV	1	1171	0
11606318	164350	570859	JAV	1	1171	0
11606334	164511	570986	JAV	1	1171	0
19130746	163880	572032	JAV	1	1171	0
11606083	163808	572297	DRUG	1	99	0
11606342	164667	570920	JAV	1	1171	0
11606369	164753	570899	JAV	1	1171	0
11606377	164793	570870	JAV	1	1171	0
19131262	164861	570877	JAV	1	1171	0
11606385	164906	570817	DRUG	1	99	0
11606393	165035	570869	JAV	1	1171	0
19130258	165062	570909	JAV	1	1171	0
11606407	165138	570970	JAV	1	1171	0
11606415	165155	570986	JAV	1	1171	0
19131084	165057	571082	JAV	1	1171	0
11606423	164908	570719	JAV	1	1171	0
11606431	164881	570604	NEZ		99	0
11606440	164835	570514	JAV	1	1171	0
19135284	163812	572235	DRUG	1	99	0
11606091	163783	572664	DRUG	1	99	0
11606458	164868	570210	JAV	1	1171	0
19125165	164884	570188	JAV	1	1171	0
11606466	164911	570154	DRUG	1	99	0
16171280	164929	570101	JAV	1	1171	0
19138500	164952	570081	NEZ		99	0
11606474	164942	569990	JAV	1	1171	0
11606482	164852	569906	JAV	1	1171	0
11606504	164820	569889	JAV	1	1171	0
19135675	164791	569883	JAV	1	1171	0
11606512	164698	569767	JAV	1	1171	0
19138054	164657	569768	JAV	1	1171	0
11606539	164681	569793	NEZ		99	0
11606547	164418	570269	DRUG	1	99	0
11606555	164694	570411	JAV	1	1171	0
19135888	164727	570360	NEZ		99	0
11606563	164497	570438	DRUG	1	99	0
19118118	164663	570280	JAV	1	1171	0
11606113	164098	572176	NEZ		99	0
11606571	164476	570544	NEZ		99	0
16354856	164529	570515	JAV	1	1171	0
11606580	164126	570891	JAV	3	1171	0
11606598	163871	571003	JAV	1	1171	0
11606610	163855	571040	DRUG	1	99	0
11606601	163833	571042	JAV	1	1171	0
11606628	163636	571324	NEZ		99	0
16171298	163607	571318	JAV	1	1171	0
11606636	163659	571485	NEZ		99	0
11606105	164116	572155	DRUG	1	99	0
11606121	164176	572197	NEZ		99	0
11606130	164195	572183	DRUG	1	99	0
11606148	164246	572166	JAV	1	1171	0
11606156	164291	572183	NEZ		99	0
11606199	164379	572186	JAV	1	1171	0
11606164	164364	572247	JAV	1	1171	0
11606172	164324	572305	NEZ		99	0
19131319	164293	572332	JAV	1	1171	0
11606644	171040	573405	JAV	1	1633	1
11606865	170314	573576	JAV	1	1633	1
11606881	170268	573330	DRUG	1	99	0
11606873	170428	573357	JAV	1	1633	1
16171450	170296	573324	JAV	1	1633	1
11606911	170262	573276	DRUG	1	99	0
11606890	170328	573283	JAV	1	1633	1
11606903	170316	573257	JAV	1	1633	1
19126803	170231	573307	JAV	1	1633	1
19131475	170180	573331	JAV	1	1633	1
11606920	170258	573236	JAV	1	1633	1
19125688	170228	573188	JAV	1	1633	1
11606946	170228	573255	JAV	1	1633	1
11606938	170214	573243	NEZ		99	0
19124843	170183	573259	JAV	1	1633	1
11606962	170145	573235	JAV	1	1633	1
11606954	170172	573197	JAV	1	1633	1
19128610	170112	573253	DRUG	1	99	0
11606989	170200	573125	JAV	1	1633	1
11606997	170124	573176	DRUG	1	99	0
19125335	170108	573141	JAV	1	1633	1
11607004	170156	573119	JAV	1	1633	1
11607012	170140	573074	JAV	1	1633	1
19130240	170128	573056	JAV	1	1633	1
11606652	171001	573274	JAV	1	1633	1
11607039	170080	573115	JAV	1	1633	1
11607047	170066	573083	JAV	1	1633	1
11607055	170074	573036	DRUG	1	99	0
11607071	170082	572997	NEZ		99	0
11607063	170108	573010	JAV	1	1633	1
11607080	170072	572980	DRUG	1	99	0
11607098	170028	573012	NEZ		99	0
19133036	169938	573050	JAV	1	1633	1
11607101	170076	572958	JAV	1	1633	1
11607110	170029	572954	JAV	1	1633	1
19122140	169961	572991	JAV	1	1633	1
11607128	169903	573014	NEZ		99	0
11607136	169910	572986	DRUG	1	99	0
19134091	170981	573239	DRUG	1	99	0
11606679	170986	573198	NEZ		99	0
11607144	170054	572945	JAV	1	1633	1
11607152	170045	572932	JAV	1	1633	1
11607187	169985	572919	JAV	1	1633	1
11607179	169967	572876	JAV	1	1633	1
11607195	169913	572880	DRUG	1	99	0
11607217	169934	572846	JAV	1	1633	1
11607209	169936	572827	NEZ		99	0
11607225	169844	572791	JAV	1	1633	1
11607233	169987	572796	JAV	1	1633	1
11607241	169982	572760	JAV	1	1633	1
11607250	169954	572751	DRUG	1	99	0
11607268	169927	572756	JAV	1	1633	1
11606687	170663	573154	JAV	1	1633	1
11607292	169963	572685	JAV	1	1633	1
11607276	169920	572588	JAV	1	1633	1
11607284	169979	572577	NEZ		99	0
11607306	169901	572692	DRUG	1	99	0
11607314	169872	572734	DRUG	1	99	0
11607349	169860	572670	JAV	1	1633	1
11607373	169840	572475	NEZ		99	0
11607357	169819	572486	JAV	1	1633	1
11607365	169816	572457	JAV	1	1633	1
19137554	169753	572436	JAV	1	1633	1
11607390	169803	572409	JAV	1	1633	1
11607381	169768	572376	JAV	1	1633	1
19120139	169744	572386	JAV	1	1633	1
11607403	169763	572353	JAV	1	1633	1
11607420	169120	572074	DRUG	1	99	0
11607411	169020	572068	DRUG	1	99	0
11607446	169151	572177	JAV	1	1633	1
11607438	169154	572217	JAV	1	1633	1
11607454	169433	572800	DRUG	1	99	0
19137660	170695	573145	JAV	1	1633	1
11606717	170704	573653	NEZ		99	0
11607462	169027	572606	JAV	1	1633	1
11607489	168974	572613	JAV	1	1633	1
11607497	169512	572876	DRUG	1	99	0
11607519	169476	572913	NEZ		99	0
11607527	169887	573299	DRUG	1	99	0
11607535	170028	573593	JAV	1	1633	1
11606695	170688	573632	JAV	1	1633	1
19118274	170682	573608	JAV	1	1633	1
11606709	170667	573592	JAV	1	1633	1
11606750	170605	573648	NEZ		99	0
11606725	170587	573601	JAV	1	1633	1
11606733	170563	573569	JAV	3	1633	1
11606741	170544	573555	JAV	3	1633	1
16354830	170610	573616	JAV	1	1633	1
19120082	170548	573576	NEZ		99	0
11606768	170626	573526	JAV	1	1633	1
11606806	170505	573552	JAV	1	1633	1
11606784	170543	573531	DRUG	1	99	0
11606792	170504	573579	JAV	1	1633	1
11606857	170455	573526	NEZ		99	0
11606814	170451	573587	JAV	1	1633	1
11606822	170392	573598	JAV	1	1633	1
16394971	170350	573600	JAV	1	1633	1
11606849	170316	573609	JAV	1	1633	1
11588794	171096	576012	JAV	2	1633	1
11588883	171146	576061	JAV	1	1633	1
11588891	171119	576061	DRUG	1	99	0
11588808	171103	575965	JAV	2	1633	1
11588816	171134	575952	JAV	2	1633	1
11588824	171187	575971	DRUG	1	99	0
11588832	171177	576026	JAV	3	1633	1
11588859	171215	576037	JAV	1	1633	1
11588867	171203	576065	JAV	1	1633	1
11588875	171145	576125	JAV	1	1633	1
11592554	169883	576276	JAV	1	1633	1
11592562	169919	576252	JAV	1	1633	1
11592589	169891	576247	JAV	1	1633	1
11592597	169865	576245	JAV	1	1633	1
19139131	170046	576368	DRUG	1	99	0
11588948	170017	576359	JAV	1	1633	1
11588956	169891	576374	JAV	1	1633	1
19118207	169880	576377	JAV	1	1633	1
11588964	169800	576306	JAV	1	1633	1
11588972	169860	576368	JAV	1	1633	1
11588999	169771	576299	JAV	1	1633	1
11589006	169812	576365	JAV	1	1633	1
19134989	169780	576379	JAV	1	1633	1
11588905	170226	576421	JAV	3	1633	1
19131769	169657	576384	JAV	1	1633	1
19136043	169655	576407	JAV	1	1633	1
11589014	169511	576420	JAV	1	1633	1
11588913	170194	576414	JAV	1	1633	1
11588921	170159	576394	JAV	3	1633	1
11588930	170098	576390	JAV	1	1633	1
11609317	169126	577514	JAV	1	1633	1
11609384	168863	578398	JAV	1	1633	1
19131106	168892	578417	NEZ		99	0
11609392	168859	578419	JAV	1	1633	1
11609406	168849	578440	JAV	1	1633	1
11609414	168834	578470	JAV	1	1633	1
11609422	168822	578488	JAV	1	1633	1
11609449	168884	578631	JAV	1	1633	1
11609457	168816	578596	JAV	1	1633	1
11609481	168778	578492	JAV	1	1633	1
11609473	168757	578484	JAV	1	1633	1
19135977	168723	578511	JAV	1	1633	1
11609503	168693	578559	JAV	1	1633	1
11609490	168661	578527	JAV	1	1633	1
11609309	169119	577550	JAV	1	1633	1
19129411	169116	578168	JAV	3	1633	1
11609554	168697	578451	JAV	1	1633	1
11609511	168666	578418	JAV	1	1633	1
11609520	168640	578398	JAV	3	1633	1
11609538	168620	578412	JAV	1	1633	1
11609546	168609	578431	JAV	1	1633	1
19131254	168646	578449	JAV	1	1633	1
11609619	168659	578329	JAV	1	1633	1
11609562	168694	578323	JAV	2	1633	1
11609589	168715	578407	JAV	1	1633	1
11609597	168749	578443	JAV	1	1633	1
11609627	168795	578459	JAV	1	1633	1
11609635	168811	578433	NEZ		99	0
16551279	168788	578418	JAV	1	1633	1
11609643	168828	578407	JAV	1	1633	1
11609651	168855	578365	JAV	1	1633	1
11609660	168870	578340	JAV	1	1633	1
11609686	168885	578277	JAV	1	1633	1
11609678	168868	578259	DRUG	1	99	0
11609694	168906	578241	JAV	1	1633	1
11588697	169857	577084	NEZ		99	0
11609724	168774	578285	JAV	1	1633	1
11609716	168717	578308	JAV	1	1633	1
19131297	168737	578299	JAV	1	1633	1
11609759	168822	578253	JAV	1	1633	1
11609732	168810	578273	JAV	1	1633	1
11609767	168622	578374	JAV	1	1633	1
19122166	168592	578396	JAV	1	1633	1
19136469	168633	578287	JAV	1	1633	1
11609775	168687	578257	JAV	1	1633	1
19134750	168703	578248	JAV	1	1633	1
11609783	168726	578236	DRUG	1	99	0
11609791	168749	578231	JAV	1	1633	1
19131904	168772	578222	JAV	1	1633	1
19139476	168787	578226	JAV	1	1633	1
11609805	168850	578201	JAV	1	1633	1
19137414	169735	577333	JAV	3	1633	1
11609333	168950	578247	JAV	1	1633	1
11609813	168876	578197	JAV	1	1633	1
19139034	168866	578191	NEZ		99	0
11609821	168900	578195	JAV	1	1633	1
11609830	168884	578178	JAV	1	1633	1
11609848	168920	578180	JAV	1	1633	1
11609856	168958	578163	JAV	1	1633	1
11609341	168935	578277	JAV	1	1633	1
11609350	168920	578325	JAV	1	1633	1
11609368	169003	578446	NEZ		99	0
11609376	168888	578365	JAV	1	1633	1
11592619	170130	576584	JAV	1	1633	1
11592627	170107	576601	JAV	1	1633	1
11592635	170160	576605	JAV	1	1633	1
11592643	170136	576620	JAV	1	1633	1
11592651	170182	576625	JAV	1	1633	1
11592660	170149	576638	JAV	1	1633	1
11592678	170946	576347	JAV	1	1633	1
11592759	170811	576359	JAV	1	1633	1
19125831	171028	576414	JAV	1	1633	1
11592767	170822	576368	JAV	1	1633	1
19125840	171043	576424	JAV	1	1633	1
11592775	170833	576396	JAV	1	1633	1
19125858	171056	576433	DRUG	1	99	0
11592783	170827	576416	JAV	1	1633	1
11592791	170816	576432	JAV	1	1633	1
11592686	170889	576335	JAV	3	1633	1
11592694	170957	576358	JAV	1	1633	1
19125939	170993	576334	NEZ		99	0
11592708	170886	576419	JAV	1	1633	1
11592716	170901	576430	JAV	1	1633	1
11592724	170800	576348	JAV	1	1633	1
11592732	170922	576444	JAV	1	1633	1
11611982	162561	573470	JAV	1	1171	0
11612075	163170	572244	JAV	1	1171	0
11613039	163800	570324	NEZ		99	0
11613047	163774	570347	JAV	1	1171	0
11613055	163763	570394	NEZ		99	0
11613063	163789	570402	NEZ		99	0
11613071	163732	570438	JAV	1	1171	0
11613080	163712	570465	JAV	1	1171	0
11613098	163752	570509	JAV	1	1171	0
11613101	163672	570516	JAV	1	1171	0
11613110	163668	570537	JAV	1	1171	0
11613128	163626	570564	JAV	1	1171	0
11613136	163608	570631	JAV	1	1171	0
11613144	163565	570686	JAV	1	1171	0
11613152	163555	570750	JAV	1	1171	0
19130789	163627	570642	JAV	1	1171	0
11613179	163560	570912	NEZ		99	0
16551252	163550	570944	DRUG	1	99	0
16551244	163574	570950	DRUG	1	99	0
11613187	163710	570618	JAV	1	1171	0
11613195	163844	570712	DRUG	1	99	0
11613209	163864	570541	NEZ		99	0
11613217	164030	570646	DRUG	1	99	0
19128679	163991	570602	JAV	1	1171	0
11613225	164069	570232	JAV	1	1171	0
11613233	164066	570207	NEZ		99	0
11612091	163325	572250	JAV	1	1171	0
11613241	164038	570144	JAV	1	1171	0
11613250	163999	570175	JAV	1	1171	0
11613268	164053	570022	DRUG	1	99	0
11613276	164063	570038	NEZ		99	0
11613284	164213	569957	JAV	1	1171	0
19135438	164288	569964	NEZ		99	0
11613292	164312	569991	JAV	1	1171	0
11613306	164331	570032	JAV	1	1171	0
19133206	164308	570050	DRUG	1	99	0
11613314	164341	570087	JAV	1	1171	0
11612105	163437	572113	JAV	2	1171	0
11612113	163310	572107	JAV	2	1171	0
11612121	163268	572126	JAV	3	1171	0
19124665	163256	572125	JAV	1	1171	0
11612130	163271	572168	JAV	1	1171	0
16394980	163252	572182	JAV	2	1171	0
11612148	163235	572179	JAV	3	1171	0
11612156	163213	572156	NEZ		99	0
11612164	163237	572110	JAV	1	1171	0
11612008	162591	573399	JAV	1	1171	0
11612172	163180	572139	JAV	2	1171	0
11612199	163208	572112	JAV	1	1171	0
11612202	163141	572110	JAV	1	1171	0
11612229	163136	572122	NEZ		99	0
11612237	163096	572143	JAV	1	1171	0
11612245	163095	572183	JAV	1	1171	0
11612253	163068	572180	JAV	1	1171	0
11612261	163072	572141	JAV	1	1171	0
11612270	163050	572139	JAV	1	1171	0
19129519	163037	572172	JAV	1	1171	0
11612016	162562	573061	JAV	2	1171	0
11612288	163024	572138	JAV	1	1171	0
11612296	162998	572141	JAV	1	1171	0
11612300	162705	572289	JAV	1	1171	0
19131807	162930	572153	JAV	1	1171	0
11612318	163003	572089	JAV	1	1171	0
11612326	163044	572091	JAV	1	1171	0
11612334	163064	572116	JAV	1	1171	0
11612342	163099	572095	JAV	1	1171	0
11612369	163073	572069	JAV	1	1171	0
19129675	163052	572047	JAV	1	1171	0
11612377	163041	571996	JAV	1	1171	0
16391204	163025	572633	JAV	1	1171	0
11612385	163030	571955	NEZ		99	0
11612393	163049	571943	JAV	1	1171	0
11612407	163108	571892	DRUG	1	99	0
11612415	163115	571860	DRUG	1	99	0
11612423	162747	571683	JAV	1	1171	0
11612431	162715	571601	JAV	1	1171	0
19130193	162654	571685	JAV	1	1171	0
11612440	162671	571514	JAV	1	1171	0
11612458	162753	571480	JAV	1	1171	0
11612466	162731	571449	NEZ		99	0
19126382	162689	571436	JAV	1	1171	0
11612474	162752	571460	NEZ		99	0
11612024	163034	572610	JAV	1	1171	0
11612482	163164	571393	JAV	1	1171	0
19130541	162872	571350	JAV	1	1171	0
11612504	162782	571336	JAV	1	1171	0
11612512	162737	571311	JAV	1	1171	0
11612539	162706	571278	JAV	1	1171	0
11612547	162664	571228	DRUG	1	99	0
11612555	162640	571187	JAV	1	1171	0
11612563	162566	571178	JAV	1	1171	0
11612571	162577	571232	JAV	1	1171	0
11612580	162499	571342	JAV	1	1171	0
11612032	163106	572375	DRUG	1	99	0
11612598	162574	571059	JAV	1	1171	0
11612601	162439	571146	JAV	1	1171	0
11612610	162240	571094	JAV	1	1171	0
11612628	162234	570956	NEZ		99	0
11612636	162220	570936	JAV	1	1171	0
11612644	162206	570926	JAV	1	1171	0
19134423	162173	570896	JAV	1	1171	0
11612652	162205	570907	NEZ		99	0
11612679	162005	570878	JAV	1	1171	0
11612687	162265	570744	JAV	1	1171	0
11612695	162499	570771	JAV	1	1171	0
19125068	163099	572403	DRUG	1	99	0
11612059	163086	572220	JAV	1	1171	0
11612709	162331	570681	JAV	1	1171	0
11612717	162386	570644	JAV	1	1171	0
11612725	162646	570503	JAV	1	1171	0
11612733	162686	570473	JAV	1	1171	0
11612741	162654	570534	JAV	1	1171	0
19139492	162736	570620	NEZ		99	0
11612768	162718	570652	JAV	1	1171	0
11612776	163461	571725	NEZ		99	0
11612784	163258	571067	JAV	1	1171	0
11612792	163228	571005	DRUG	1	99	0
19127826	163098	572240	JAV	3	1171	0
19131599	163062	572210	NEZ		99	0
11612067	163169	572318	JAV	1	1171	0
11612806	163406	570854	DRUG	1	99	0
11612814	163076	571051	JAV	1	1171	0
19135241	162993	571264	JAV	1	1171	0
11612822	163184	570938	NEZ		99	0
11612849	163180	570901	JAV	1	1171	0
19137988	163168	570888	JAV	1	1171	0
11612857	163214	570738	JAV	1	1171	0
11612865	163161	570683	JAV	1	1171	0
11612873	163059	570637	JAV	1	1171	0
11612881	163089	570463	JAV	1	1171	0
11612890	163012	570235	JAV	1	1171	0
11612903	163048	570235	JAV	1	1171	0
19131645	163195	572259	JAV	2	1171	0
11612911	163225	570221	JAV	1	1171	0
11612920	163291	570225	NEZ		99	0
19127931	163330	570223	JAV	1	1171	0
11612938	163267	570388	NEZ		99	0
11612954	163561	570314	JAV	1	1171	0
11612962	163499	570123	JAV	1	1171	0
11612989	163631	570200	JAV	1	1171	0
11612997	163842	570240	JAV	1	1171	0
11613004	163836	570279	JAV	1	1171	0
11613012	163819	570308	JAV	1	1171	0
19129829	163800	570293	JAV	1	1171	0
11613322	169812	576146	JAV	1	1633	1
11613411	169686	575898	JAV	1	1633	1
11613420	169695	575925	JAV	1	1633	1
11613438	169728	575904	JAV	1	1633	1
11613446	169707	575865	JAV	1	1633	1
11613454	169694	575842	JAV	1	1633	1
11613462	169759	575888	JAV	1	1633	1
11613489	169738	575860	JAV	1	1633	1
11613497	169755	575846	JAV	1	1633	1
11613519	169776	575873	JAV	1	1633	1
