HSMID	X	Y	OBLIKA IJS	TIP PRIKLJUČKA	ID VS	UPRAVLJANJE
11593593	170239	576564	JAV	1	1633	1
11593607	170174	576546	JAV	1	1633	1
11593615	170256	576588	JAV	1	1633	1
11593623	170213	576578	JAV	1	1633	1
11593631	170232	576606	JAV	1	1633	1
11593640	169805	576241	JAV	1	1633	1
11593658	169828	576218	JAV	1	1633	1
11593666	169780	576209	JAV	1	1633	1
11593674	169806	576204	JAV	1	1633	1
11593682	169756	576221	JAV	1	1633	1
11593704	169789	576183	JAV	1	1633	1
11593712	169760	576199	JAV	1	1633	1
11593739	169652	576331	JAV	1	1633	1
11593828	169675	576213	JAV	1	1633	1
19138739	169667	576178	JAV	1	1633	1
19138607	169663	576146	JAV	1	1633	1
11593747	169686	576325	JAV	1	1633	1
11593755	169652	576291	JAV	1	1633	1
11593763	169683	576296	JAV	1	1633	1
11593771	169648	576267	JAV	1	1633	1
11593780	169684	576270	JAV	1	1633	1
11593798	169643	576237	JAV	1	1633	1
11593801	169677	576241	JAV	1	1633	1
11593810	169640	576217	JAV	1	1633	1
11593836	170015	576287	JAV	1	1633	1
11593844	170004	576253	JAV	1	1633	1
11593852	169981	576284	JAV	1	1633	1
11593879	169978	576249	JAV	1	1633	1
11593887	169952	576242	JAV	1	1633	1
11591329	170263	576233	JAV	1	1633	1
11591337	170213	576245	JAV	1	1633	1
11591345	170187	576224	JAV	1	1633	1
11591353	170187	576281	JAV	1	1633	1
11591361	170170	576256	JAV	1	1633	1
11591370	170149	576290	JAV	1	1633	1
11591388	170146	576258	JAV	1	1633	1
11591396	170127	576300	JAV	1	1633	1
11591264	170232	576308	JAV	1	1633	1
11591400	170122	576263	JAV	1	1633	1
11591418	170100	576288	JAV	1	1633	1
11591426	170104	576261	JAV	1	1633	1
11591434	170083	576262	JAV	1	1633	1
11591442	170055	576263	JAV	1	1633	1
11591272	170216	576274	JAV	1	1633	1
11591299	170247	576269	JAV	1	1633	1
11591302	170280	576260	JAV	1	1633	1
11593895	171277	575536	JAV	1	1633	1
11593917	171322	575544	JAV	1	1633	1
11593925	171258	575521	JAV	1	1633	1
11593933	171318	575517	JAV	1	1633	1
11593941	171289	575507	JAV	1	1633	1
11593950	171265	575481	JAV	1	1633	1
11593968	170257	576546	JAV	1	1633	1
11593976	170296	576529	JAV	1	1633	1
11593984	170279	576561	JAV	1	1633	1
19137147	170310	576552	JAV	1	1633	1
11593992	170291	576573	JAV	1	1633	1
11591752	170254	576209	JAV	1	1633	1
11591850	170061	576193	JAV	1	1633	1
11591868	170081	576232	JAV	1	1633	1
11591876	170030	576191	JAV	1	1633	1
11591884	170007	576220	JAV	1	1633	1
11591892	170005	576185	JAV	1	1633	1
11591906	169982	576215	JAV	1	1633	1
11591914	169979	576185	JAV	1	1633	1
11591922	169906	576175	JAV	1	1633	1
11591779	170156	576175	JAV	1	1633	1
19126030	169880	576159	JAV	1	1633	1
11591787	170224	576217	JAV	1	1633	1
11591795	170123	576189	JAV	1	1633	1
11591809	170143	576224	JAV	1	1633	1
11591817	170100	576193	JAV	1	1633	1
11591825	170122	576231	JAV	1	1633	1
11591833	170080	576187	JAV	1	1633	1
11591841	170101	576225	JAV	1	1633	1
11594000	169918	576306	JAV	1	1633	1
11594018	169913	576283	JAV	1	1633	1
11594026	169950	576283	JAV	3	1633	1
11594034	169917	576227	JAV	1	1633	1
11594042	169954	576210	JAV	1	1633	1
11594069	169925	576209	JAV	1	1633	1
11591469	170455	576412	JAV	1	1633	1
11591558	170313	576483	JAV	1	1633	1
19131009	170303	576470	DRUG	1	99	0
11591566	170251	576520	JAV	1	1633	1
11591477	170421	576405	DRUG	1	99	0
11591485	170435	576425	JAV	1	1633	1
11591493	170414	576433	JAV	1	1633	1
11591507	170420	576454	JAV	1	1633	1
11591515	170395	576476	JAV	1	1633	1
11591523	170373	576484	JAV	1	1633	1
11591531	170386	576454	JAV	1	1633	1
11591540	170363	576462	JAV	1	1633	1
11591574	171176	576159	JAV	1	1633	1
11591671	171144	576249	DRUG	1	99	0
11591680	171124	576236	JAV	1	1633	1
11591698	171162	576272	JAV	1	1633	1
11591701	171180	576257	JAV	1	1633	1
11591710	171200	576242	JAV	1	1633	1
19133265	171201	576262	JAV	1	1633	1
11591582	171170	576200	JAV	1	1633	1
11591728	171222	576275	JAV	1	1633	1
11591736	171213	576306	JAV	1	1633	1
11591744	171241	576297	JAV	1	1633	1
11591604	171231	576171	JAV	1	1633	1
11591612	171183	576220	JAV	1	1633	1
11591639	171207	576201	JAV	1	1633	1
11591647	171165	576235	JAV	1	1633	1
11591655	171218	576218	JAV	1	1633	1
11591663	171243	576257	JAV	1	1633	1
11642799	166634	570401	JAV	1	1171	0
11642900	166806	569754	JAV	1	1171	0
11642918	166837	569722	JAV	1	1171	0
11642934	166856	569713	JAV	1	1171	0
11642926	166881	569707	JAV	1	1171	0
11642969	166935	569687	JAV	1	1171	0
11642942	166995	569589	JAV	1	1171	0
11642977	166991	569695	JAV	2	1171	0
11642985	167092	569661	NEZ		99	0
11642993	167248	569537	DRUG	1	99	0
11642772	166608	570338	JAV	1	1171	0
16343820	166810	570220	JAV	1	1171	0
19130797	166599	570365	JAV	1	1171	0
19137694	166620	570328	NEZ		99	0
11642802	166926	570221	JAV	1	1171	0
11643019	167374	569499	JAV	1	1171	0
11643035	167189	569524	NEZ		99	0
11643027	167238	569494	DRUG	1	99	0
11643043	167044	569517	JAV	1	1171	0
11643060	167052	569477	JAV	1	1171	0
11643051	167052	569427	JAV	1	1171	0
11643086	167056	569369	NEZ		99	0
11643078	167024	569331	JAV	1	1171	0
11643094	167143	569336	JAV	1	1171	0
11643108	167194	569330	JAV	1	1171	0
11643116	167336	569390	JAV	1	1171	0
11643124	167371	569323	DRUG	1	99	0
11643132	167294	569243	DRUG	1	99	0
11643159	167187	569241	JAV	1	1171	0
11643167	167183	569202	JAV	1	1171	0
11643175	167152	569208	JAV	1	1171	0
11643183	167009	569247	JAV	1	1171	0
19135195	167120	569226	DRUG	1	99	0
11643191	167026	569297	JAV	1	1171	0
11643205	166996	569284	JAV	1	1171	0
11643221	166955	569255	JAV	1	1171	0
11643213	166992	569235	NEZ		99	0
11643230	166935	569253	JAV	1	1171	0
11643248	166897	569229	JAV	1	1171	0
11643264	166858	569181	JAV	1	1171	0
11643256	166824	569210	NEZ		99	0
11642837	167073	570128	JAV	1	1171	0
11643299	166730	569201	JAV	1	1171	0
11643272	166761	569202	JAV	1	1171	0
19139093	166808	569202	NEZ		99	0
19118495	166801	569176	JAV	1	1171	0
11643329	166812	569076	JAV	1	1171	0
11643337	166846	569003	JAV	1	1171	0
19134920	166806	568820	JAV	1	1171	0
11643345	166969	568643	JAV	1	1171	0
19133966	166928	568658	JAV	1	1171	0
11643353	167223	568279	JAV	1	1171	0
11642845	166884	570163	JAV	1	1171	0
19136914	166893	570143	NEZ		99	0
11642853	166708	570063	JAV	1	1171	0
11642861	166550	569800	JAV	1	1171	0
11642888	166756	569794	JAV	1	1171	0
11642870	166777	569770	JAV	1	1171	0
11642896	166798	569806	JAV	1	1171	0
11643361	167977	575739	JAV	1	1633	1
11643485	167863	575314	JAV	1	1633	1
11643493	167547	575101	JAV	1	1633	1
16354953	167032	575340	JAV	1	1633	1
11643515	167078	575091	JAV	1	1633	1
19129624	167124	575137	JAV	1	1633	1
19135411	167145	575128	JAV	1	1633	1
11643523	167177	575121	JAV	1	1633	1
19137732	167215	575087	JAV	1	1633	1
19137759	167230	575113	JAV	1	1633	1
11643531	167323	575117	JAV	1	1633	1
11643540	167319	575153	DRUG	1	99	0
11643566	167340	574982	JAV	1	1633	1
11643558	167316	574967	JAV	1	1633	1
19137236	167348	574976	JAV	1	1633	1
11643574	167397	574941	JAV	1	1633	1
11643582	167419	574897	NEZ		99	0
11643388	167686	575621	JAV	1	1633	1
11643647	167499	574862	JAV	1	1633	1
11643604	167535	574860	JAV	1	1633	1
11643612	167562	574867	JAV	1	1633	1
11643639	167593	574873	JAV	1	1633	1
11643655	167667	574848	JAV	1	1633	1
11643663	167862	574922	JAV	1	1633	1
19131823	167844	574917	NEZ		99	0
11643680	167834	574896	NEZ		99	0
11643671	167821	574879	JAV	1	1633	1
11643698	167783	574755	JAV	1	1633	1
19136884	167689	574829	JAV	1	1633	1
19137651	167633	574824	JAV	1	1633	1
11643701	167413	574714	JAV	2	1633	1
11643710	167459	574703	JAV	1	1633	1
11643728	167215	574693	DRUG	1	99	0
11643736	167452	574651	JAV	1	1633	1
11643370	167646	575515	JAV	1	1633	1
16563005	167720	575559	JAV	1	1633	1
19119904	167761	575579	JAV	1	1633	1
11643418	167914	575313	JAV	1	1633	1
11643744	167286	574430	JAV	1	1633	1
11643752	167337	574414	JAV	1	1633	1
11643779	167182	574324	JAV	1	1633	1
11643787	167174	574260	JAV	1	1633	1
19128202	167193	574293	JAV	1	1633	1
11643795	167073	574241	NEZ		99	0
11643809	167029	574216	JAV	1	1633	1
11643817	167047	574199	JAV	1	1633	1
11643825	166892	574329	NEZ		99	0
11643833	166991	574179	JAV	1	1633	1
11643850	166957	574151	JAV	1	1633	1
11643841	166952	574136	JAV	1	1633	1
11643396	168006	575392	JAV	1	1633	1
11643400	167986	575384	JAV	1	1633	1
11643426	167915	575261	DRUG	1	99	0
11643876	166841	574183	JAV	1	1633	1
11643868	166940	574131	JAV	1	1633	1
19138933	166884	574081	JAV	1	1633	1
11643884	166748	574100	JAV	1	1633	1
11643892	166857	574079	JAV	1	1633	1
19128253	166846	574065	JAV	1	1633	1
11643906	166842	574035	JAV	1	1633	1
11643914	166721	574106	JAV	1	1633	1
19130304	166819	574001	JAV	1	1633	1
11643949	166745	573960	JAV	1	1633	1
11643922	166614	573926	JAV	1	1633	1
19128911	166676	573968	JAV	1	1633	1
11643957	166577	574035	JAV	1	1633	1
11643965	166595	573510	NEZ		99	0
11643973	166622	573462	JAV	1	1633	1
11643981	166721	573501	JAV	1	1633	1
11643990	166819	573533	JAV	1	1633	1
11644007	166871	573591	JAV	1	1633	1
11644023	167005	573615	NEZ		99	0
11644031	166993	573577	DRUG	1	99	0
11644040	167081	573643	NEZ		99	0
11644058	166983	573735	JAV	1	1633	1
11643434	167873	575195	JAV	1	1633	1
19119882	167069	573821	NEZ		99	0
11644066	167065	573799	JAV	1	1633	1
11644074	167124	573697	JAV	1	1633	1
19127940	167146	573671	JAV	1	1633	1
11644082	167271	573777	JAV	1	1633	1
11644104	167232	573509	JAV	1	1633	1
11644147	167364	573713	JAV	1	1633	1
11644112	167220	573650	JAV	1	1633	1
11644139	167107	573542	JAV	1	1633	1
19118134	167168	573622	JAV	1	1633	1
11644155	167576	573792	JAV	1	1633	1
11644163	167656	573864	JAV	1	1633	1
16354872	167682	573873	JAV	1	1633	1
11644180	167743	573863	JAV	1	1633	1
11644171	167868	573952	JAV	1	1633	1
11644198	167932	574082	JAV	1	1633	1
11643442	167707	575208	JAV	1	1633	1
11644201	167732	574229	NEZ		99	0
11644210	167669	574260	JAV	1	1633	1
11644228	167399	574094	JAV	1	1633	1
11644236	167656	574364	JAV	1	1633	1
11644244	167788	574503	NEZ		99	0
11644252	167995	574147	JAV	1	1633	1
19119769	167988	574140	JAV	1	1633	1
11644279	167857	574412	JAV	1	1633	1
11644287	168297	574275	JAV	1	1633	1
11644295	168255	574255	JAV	1	1633	1
11644309	168299	574234	JAV	1	1633	1
11644317	168470	574304	JAV	1	1633	1
11644325	168618	574381	JAV	1	1633	1
11644333	168116	574446	JAV	1	1633	1
11643477	167575	575184	JAV	1	1633	1
